age,sector,education_years,profession,marital,ethinicity,gender,work_hours,origin_country,salary_over_50K
38,Private,9,Tech-support,Husband,White,Male,40,United-States,No
42,Private,9,Sales,Not-in-family,White,Female,30,United-States,No
58,Local-gov,14,Prof-specialty,Husband,White,Male,40,United-States,Yes
30,Private,12,Other-service,Other-relative,Asian-Pac-Islander,Male,40,Vietnam,No
51,Private,9,Other-service,Husband,White,Male,40,El-Salvador,Yes
59,Private,9,Sales,Unmarried,White,Female,30,United-States,No
49,Private,14,Sales,Husband,White,Male,40,United-States,Yes
41,Private,11,Prof-specialty,Not-in-family,White,Female,45,United-States,No
68,Private,4,Other-service,Husband,White,Male,30,United-States,No
44,Self-emp-inc,10,Sales,Husband,White,Male,70,United-States,Yes
44,Private,13,Exec-managerial,Husband,White,Male,50,United-States,Yes
34,Private,9,Transport-moving,Husband,White,Male,45,United-States,No
29,Private,13,Exec-managerial,Not-in-family,White,Female,45,United-States,Yes
20,Private,9,Machine-op-inspct,Not-in-family,White,Male,40,United-States,No
33,Private,9,Adm-clerical,Own-child,White,Female,40,United-States,No
57,Self-emp-not-inc,10,Transport-moving,Husband,White,Male,45,United-States,Yes
34,Self-emp-inc,10,Sales,Husband,White,Male,60,United-States,Yes
22,,10,,Own-child,White,Male,25,United-States,No
43,State-gov,9,Craft-repair,Husband,White,Male,40,United-States,No
29,State-gov,14,Prof-specialty,Husband,White,Male,15,United-States,No
34,Self-emp-not-inc,10,Craft-repair,Husband,White,Male,55,United-States,Yes
26,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
44,Private,13,Prof-specialty,Husband,White,Male,50,,Yes
46,Self-emp-inc,15,Prof-specialty,Husband,White,Male,60,United-States,Yes
53,Private,15,Prof-specialty,Not-in-family,White,Female,40,United-States,No
20,,10,,Own-child,White,Male,24,United-States,No
30,Private,11,Craft-repair,Own-child,White,Male,40,United-States,Yes
35,Private,9,Exec-managerial,Husband,White,Male,50,United-States,Yes
42,Self-emp-not-inc,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
31,Private,10,Adm-clerical,Unmarried,White,Female,38,United-States,No
40,Private,13,Exec-managerial,Husband,White,Male,50,United-States,Yes
65,Self-emp-not-inc,4,Farming-fishing,Husband,White,Male,40,United-States,No
48,Private,9,Sales,Unmarried,White,Female,30,United-States,No
50,Private,4,Craft-repair,Husband,White,Male,40,United-States,No
43,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
41,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,No
35,Private,9,Other-service,Husband,Asian-Pac-Islander,Male,40,China,No
35,Private,9,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,,No
43,Private,10,Exec-managerial,Husband,White,Male,40,United-States,Yes
52,State-gov,14,Prof-specialty,Wife,Black,Female,40,United-States,Yes
48,Private,14,Prof-specialty,Husband,White,Male,40,El-Salvador,Yes
55,Federal-gov,13,Prof-specialty,Unmarried,White,Male,40,United-States,No
23,Private,10,Other-service,Own-child,White,Female,24,United-States,No
56,Private,9,Other-service,Husband,White,Male,40,United-States,No
30,Private,10,Tech-support,Wife,Black,Female,45,United-States,No
38,Private,11,Exec-managerial,Husband,White,Male,50,United-States,Yes
33,Private,9,Transport-moving,Husband,White,Male,43,United-States,No
73,,9,,Not-in-family,White,Female,22,United-States,Yes
28,Private,10,Sales,Husband,Other,Male,60,,No
60,Self-emp-not-inc,9,Other-service,Not-in-family,Black,Male,50,United-States,No
42,State-gov,11,Protective-serv,Husband,White,Male,40,United-States,Yes
22,Private,10,Machine-op-inspct,Own-child,White,Female,30,United-States,No
29,Private,13,Tech-support,Husband,White,Male,40,United-States,Yes
49,Private,13,Prof-specialty,Husband,White,Male,45,United-States,No
59,Private,14,Tech-support,Husband,White,Male,40,Iran,No
56,Self-emp-not-inc,5,Exec-managerial,Other-relative,White,Male,50,Columbia,No
58,Private,10,Adm-clerical,Wife,White,Female,32,United-States,No
31,Private,13,Adm-clerical,Unmarried,White,Female,45,United-States,No
46,Private,11,Craft-repair,Husband,Black,Male,40,United-States,Yes
57,Local-gov,10,Adm-clerical,Unmarried,White,Female,40,Mexico,No
38,Private,15,Prof-specialty,Husband,White,Male,90,United-States,Yes
57,State-gov,14,Prof-specialty,Husband,White,Male,50,United-States,Yes
54,,9,,Husband,White,Male,40,United-States,No
23,Private,9,Transport-moving,Own-child,White,Male,40,United-States,No
46,Local-gov,15,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Philippines,Yes
18,,7,,Own-child,White,Female,35,United-States,No
36,Private,7,Craft-repair,Husband,White,Male,40,United-States,No
41,Self-emp-inc,9,Sales,Husband,White,Male,55,United-States,Yes
59,Private,11,Tech-support,Husband,White,Male,40,United-States,Yes
38,Private,13,Sales,Husband,White,Male,40,United-States,Yes
24,Private,13,Adm-clerical,Own-child,White,Male,40,United-States,No
36,Private,10,Sales,Unmarried,White,Female,40,United-States,No
24,Local-gov,9,Tech-support,Not-in-family,White,Female,40,United-States,No
21,Private,9,Handlers-cleaners,Husband,White,Male,32,United-States,No
65,Private,9,Other-service,Other-relative,White,Female,14,United-States,No
77,Self-emp-not-inc,9,Machine-op-inspct,Not-in-family,White,Male,20,United-States,No
17,Private,7,Other-service,Own-child,White,Male,20,England,No
36,Private,9,Craft-repair,Own-child,White,Female,40,United-States,No
58,Self-emp-not-inc,13,Farming-fishing,Husband,White,Male,25,United-States,No
39,Local-gov,9,Craft-repair,Unmarried,White,Female,40,United-States,No
24,Private,12,Machine-op-inspct,Own-child,White,Male,20,United-States,No
62,Private,13,Adm-clerical,Wife,White,Female,30,United-States,Yes
30,Local-gov,9,Protective-serv,Husband,White,Male,40,United-States,Yes
35,State-gov,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
43,Self-emp-inc,10,Exec-managerial,Husband,White,Male,50,United-States,Yes
55,Private,13,Adm-clerical,Wife,White,Female,40,United-States,No
31,Self-emp-not-inc,13,Sales,Not-in-family,Black,Male,40,United-States,Yes
35,Federal-gov,14,Exec-managerial,Not-in-family,White,Male,40,United-States,Yes
38,Private,10,Exec-managerial,Not-in-family,White,Female,40,United-States,Yes
29,Local-gov,14,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,Taiwan,No
56,Self-emp-not-inc,9,Other-service,Husband,White,Male,60,United-States,Yes
23,Private,13,Farming-fishing,Not-in-family,White,Male,40,United-States,No
33,Private,15,Prof-specialty,Husband,White,Male,50,United-States,Yes
35,Private,13,Sales,Husband,White,Male,40,United-States,Yes
61,Private,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
30,Private,10,Adm-clerical,Unmarried,White,Female,40,United-States,No
41,Self-emp-not-inc,10,Craft-repair,Not-in-family,White,Male,40,United-States,No
39,Private,16,Prof-specialty,Not-in-family,White,Male,45,United-States,No
44,Local-gov,4,Handlers-cleaners,Not-in-family,White,Male,40,United-States,No
42,State-gov,10,Protective-serv,Husband,Black,Male,48,United-States,No
45,Self-emp-inc,13,Exec-managerial,Husband,White,Male,38,United-States,Yes
36,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
28,Private,2,Other-service,Own-child,Other,Female,35,Dominican-Republic,No
44,Self-emp-inc,10,Exec-managerial,Husband,White,Male,50,United-States,No
72,Federal-gov,9,Adm-clerical,Husband,White,Male,40,United-States,Yes
27,Self-emp-inc,5,Craft-repair,Own-child,White,Male,40,United-States,No
19,,9,,Own-child,Black,Male,10,United-States,No
64,Self-emp-inc,13,Exec-managerial,Husband,White,Male,55,United-States,Yes
41,Private,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
43,Private,13,Sales,Not-in-family,White,Male,40,United-States,Yes
46,State-gov,12,Tech-support,Husband,White,Male,38,United-States,Yes
47,Local-gov,13,Prof-specialty,Husband,White,Male,40,United-States,No
22,Private,9,Farming-fishing,Own-child,White,Male,40,United-States,No
39,Private,10,Exec-managerial,Not-in-family,White,Female,40,United-States,Yes
39,Private,9,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,,Yes
50,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
34,Private,9,Other-service,Not-in-family,White,Female,35,,No
60,State-gov,9,Protective-serv,Husband,Amer-Indian-Eskimo,Male,40,United-States,Yes
41,Private,10,Machine-op-inspct,Husband,Black,Male,40,United-States,Yes
40,Private,10,Adm-clerical,Wife,White,Female,40,United-States,Yes
44,Private,10,Adm-clerical,Unmarried,White,Female,40,United-States,No
56,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
28,Private,9,Exec-managerial,Husband,White,Male,45,United-States,Yes
19,Private,10,Sales,Own-child,Black,Female,20,United-States,No
30,Private,9,Machine-op-inspct,Own-child,White,Male,45,United-States,No
22,Private,10,Adm-clerical,Own-child,Black,Male,30,Dominican-Republic,No
59,Private,9,Transport-moving,Husband,White,Male,40,United-States,Yes
58,Local-gov,13,Prof-specialty,Wife,White,Female,40,United-States,Yes
44,Private,6,Farming-fishing,Unmarried,White,Male,35,United-States,No
26,Self-emp-inc,9,Sales,Own-child,White,Male,50,United-States,No
21,Private,10,Other-service,Own-child,White,Female,20,United-States,No
26,Private,10,Protective-serv,Husband,White,Male,40,United-States,No
36,Private,9,Craft-repair,Husband,White,Male,55,United-States,Yes
62,Without-pay,10,Adm-clerical,Wife,White,Female,16,United-States,No
23,Private,11,Exec-managerial,Own-child,White,Male,40,United-States,No
28,Private,9,Tech-support,Not-in-family,Asian-Pac-Islander,Male,50,United-States,No
46,Local-gov,13,Exec-managerial,Husband,White,Male,48,United-States,Yes
33,,10,,Wife,White,Female,40,United-States,Yes
28,Private,10,Sales,Husband,White,Male,55,United-States,Yes
20,Private,7,Transport-moving,Own-child,White,Male,15,United-States,No
22,Private,8,Protective-serv,Own-child,Black,Male,35,United-States,No
27,Local-gov,6,Craft-repair,Husband,White,Male,60,United-States,No
28,Private,9,Other-service,Unmarried,White,Female,28,United-States,No
31,Private,10,Exec-managerial,Husband,White,Male,40,United-States,No
37,Local-gov,14,Prof-specialty,Wife,White,Female,45,United-States,Yes
29,Private,9,Other-service,Wife,White,Female,40,United-States,Yes
50,Private,10,Adm-clerical,Husband,White,Male,45,United-States,Yes
28,Local-gov,10,Adm-clerical,Other-relative,Black,Male,40,Haiti,No
39,Private,9,Sales,Husband,White,Male,44,United-States,Yes
48,Private,11,Craft-repair,Husband,White,Male,40,United-States,Yes
72,Private,11,Other-service,Unmarried,White,Female,25,United-States,No
42,Private,9,Other-service,Husband,White,Male,40,,No
42,State-gov,14,Prof-specialty,Wife,White,Female,20,United-States,Yes
60,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,Yes
71,Self-emp-not-inc,14,Sales,Husband,White,Male,40,United-States,Yes
39,Private,10,Exec-managerial,Not-in-family,White,Male,38,United-States,No
45,Private,15,Exec-managerial,Husband,White,Male,40,United-States,Yes
24,Private,11,Craft-repair,Own-child,White,Male,40,United-States,No
24,Private,10,Adm-clerical,Own-child,Black,Female,25,United-States,No
27,Private,13,Tech-support,Wife,White,Female,40,United-States,Yes
61,,9,,Husband,White,Male,6,United-States,No
61,,9,,Husband,White,Male,40,United-States,Yes
37,Private,9,Craft-repair,Husband,White,Male,70,United-States,No
38,Private,5,Craft-repair,Husband,White,Male,40,United-States,No
20,Private,9,Other-service,Wife,White,Female,40,Peru,No
27,Private,6,Machine-op-inspct,Husband,White,Male,40,United-States,No
51,Self-emp-not-inc,12,Exec-managerial,Unmarried,White,Female,99,United-States,No
47,Self-emp-inc,9,Exec-managerial,Husband,White,Male,42,United-States,Yes
40,Private,10,Exec-managerial,Wife,White,Female,40,United-States,Yes
36,Private,13,Sales,Husband,White,Male,45,United-States,Yes
29,Self-emp-inc,13,Sales,Husband,White,Male,50,United-States,Yes
20,Private,10,Craft-repair,Own-child,White,Male,40,United-States,No
44,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
22,,9,,Other-relative,White,Female,40,United-States,No
43,State-gov,10,Exec-managerial,Unmarried,Black,Female,38,,No
33,Private,13,Exec-managerial,Own-child,White,Male,55,United-States,No
45,Private,9,Adm-clerical,Unmarried,White,Female,40,United-States,No
24,Private,13,Exec-managerial,Own-child,White,Female,50,United-States,No
51,Local-gov,14,Prof-specialty,Husband,White,Male,40,United-States,Yes
50,Private,13,Sales,Husband,White,Male,40,United-States,Yes
44,Private,11,Exec-managerial,Husband,Black,Male,40,United-States,Yes
54,Self-emp-not-inc,9,Farming-fishing,Husband,White,Male,60,United-States,Yes
53,Private,7,Craft-repair,Husband,White,Male,45,United-States,No
27,Private,13,Adm-clerical,Not-in-family,White,Female,45,United-States,No
44,Self-emp-not-inc,10,Exec-managerial,Husband,White,Male,50,United-States,Yes
23,Private,10,Sales,Own-child,White,Female,25,United-States,No
36,State-gov,13,Prof-specialty,Unmarried,White,Female,40,United-States,No
67,State-gov,10,Protective-serv,Husband,White,Male,41,United-States,Yes
44,Private,4,Craft-repair,Husband,White,Male,35,United-States,No
47,Private,9,Sales,Husband,White,Male,40,United-States,No
36,Private,9,Handlers-cleaners,Husband,White,Male,48,United-States,No
24,Private,13,Prof-specialty,Not-in-family,White,Male,25,United-States,No
38,Private,9,Other-service,Not-in-family,White,Female,25,United-States,No
42,Private,13,Tech-support,Husband,White,Male,40,United-States,Yes
42,Federal-gov,9,Adm-clerical,Husband,White,Male,48,United-States,Yes
38,Self-emp-not-inc,9,Other-service,Unmarried,White,Female,40,United-States,No
80,,12,,Husband,White,Male,4,United-States,No
20,Private,10,Handlers-cleaners,Not-in-family,Black,Male,15,United-States,No
44,Self-emp-not-inc,8,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,Vietnam,No
74,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,Yes
44,Self-emp-not-inc,9,Sales,Not-in-family,White,Male,50,United-States,No
22,Private,13,Exec-managerial,Own-child,White,Female,40,United-States,No
47,Self-emp-not-inc,10,Craft-repair,Husband,White,Male,40,United-States,No
18,Private,7,Sales,Own-child,White,Male,15,United-States,No
25,Private,13,Exec-managerial,Wife,White,Female,30,United-States,Yes
23,Self-emp-inc,10,Prof-specialty,Not-in-family,White,Male,50,United-States,No
39,Private,9,Sales,Unmarried,White,Female,60,United-States,No
31,Private,10,Craft-repair,Own-child,White,Male,40,United-States,No
37,Private,9,Transport-moving,Husband,White,Male,40,United-States,No
46,Private,13,Adm-clerical,Husband,Asian-Pac-Islander,Male,35,Philippines,Yes
22,Private,13,Sales,Not-in-family,White,Female,16,United-States,No
27,Private,9,Sales,Own-child,White,Male,40,United-States,No
34,,9,,Unmarried,Black,Female,40,United-States,No
59,Private,9,Adm-clerical,Husband,White,Male,45,United-States,Yes
54,Self-emp-inc,9,Exec-managerial,Husband,White,Male,36,United-States,Yes
36,Private,13,Adm-clerical,Not-in-family,White,Male,55,United-States,Yes
24,Private,14,Prof-specialty,Wife,White,Female,35,United-States,Yes
50,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
38,Private,10,Craft-repair,Unmarried,White,Female,40,United-States,No
29,Private,10,Craft-repair,Husband,White,Male,50,United-States,No
26,Private,10,Other-service,Not-in-family,White,Female,35,United-States,No
49,Self-emp-not-inc,4,Sales,Husband,White,Male,40,United-States,No
40,Private,12,Adm-clerical,Own-child,White,Female,45,United-States,No
59,Local-gov,9,Adm-clerical,Wife,White,Female,38,United-States,Yes
28,Private,6,Farming-fishing,Other-relative,White,Male,35,Mexico,No
67,,16,,Husband,White,Male,20,Canada,Yes
37,Private,9,Handlers-cleaners,Wife,White,Female,40,United-States,Yes
45,Local-gov,10,Adm-clerical,Husband,White,Male,40,United-States,Yes
44,Self-emp-not-inc,9,Transport-moving,Husband,White,Male,55,United-States,No
23,Private,10,Handlers-cleaners,Own-child,White,Male,30,United-States,No
46,Private,13,Exec-managerial,Husband,White,Male,55,United-States,Yes
41,Private,10,Adm-clerical,Wife,White,Female,40,United-States,No
31,Private,10,Transport-moving,Not-in-family,Black,Male,40,,No
31,Private,9,Other-service,Not-in-family,White,Female,80,Italy,No
49,State-gov,14,Prof-specialty,Not-in-family,White,Female,40,United-States,No
68,Private,14,Adm-clerical,Not-in-family,White,Female,20,United-States,No
31,Private,14,Tech-support,Husband,White,Male,40,United-States,Yes
55,Private,9,Transport-moving,Husband,Black,Male,40,Jamaica,No
51,Self-emp-not-inc,13,Exec-managerial,Husband,White,Male,70,United-States,No
31,Private,10,Craft-repair,Husband,White,Male,40,United-States,No
52,Private,3,Craft-repair,Husband,White,Male,40,Mexico,No
26,Private,9,Craft-repair,Husband,White,Male,45,United-States,No
46,Private,10,Tech-support,Husband,White,Male,40,United-States,Yes
43,Private,14,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,India,Yes
39,State-gov,16,Prof-specialty,Not-in-family,White,Female,40,United-States,Yes
37,Local-gov,12,Exec-managerial,Husband,White,Male,40,France,Yes
59,Private,7,Machine-op-inspct,Husband,White,Male,40,United-States,No
29,Private,15,Prof-specialty,Not-in-family,White,Female,55,United-States,No
42,Local-gov,13,Prof-specialty,Husband,White,Male,60,United-States,Yes
37,Private,10,Machine-op-inspct,Husband,White,Male,40,United-States,No
25,Private,3,Handlers-cleaners,Own-child,White,Male,40,United-States,No
65,State-gov,9,Adm-clerical,Husband,White,Male,40,United-States,Yes
28,Federal-gov,13,Exec-managerial,Not-in-family,White,Male,40,United-States,No
43,Private,10,Prof-specialty,Not-in-family,White,Male,40,United-States,No
34,Private,13,Exec-managerial,Husband,White,Male,45,United-States,Yes
18,State-gov,9,Adm-clerical,Own-child,White,Male,40,United-States,No
44,Self-emp-not-inc,6,Craft-repair,Own-child,White,Male,50,United-States,No
56,Private,9,Other-service,Unmarried,White,Female,40,United-States,No
43,Private,9,Machine-op-inspct,Other-relative,Black,Male,40,United-States,No
60,Self-emp-inc,9,Farming-fishing,Husband,White,Male,25,United-States,No
32,Private,9,Exec-managerial,Wife,White,Female,48,United-States,No
28,Local-gov,10,Protective-serv,Own-child,White,Male,40,United-States,No
48,Self-emp-not-inc,10,Transport-moving,Husband,White,Male,40,United-States,No
51,Private,10,Adm-clerical,Unmarried,White,Female,40,United-States,No
45,State-gov,10,Adm-clerical,Unmarried,White,Female,40,United-States,No
51,Private,10,Exec-managerial,Husband,White,Male,45,United-States,Yes
45,Private,9,Adm-clerical,Not-in-family,White,Female,40,Canada,No
53,Private,9,Prof-specialty,Not-in-family,White,Male,40,United-States,No
35,Private,6,Craft-repair,Husband,White,Male,40,United-States,No
74,,10,,Not-in-family,White,Female,3,United-States,No
44,Self-emp-not-inc,14,Exec-managerial,Unmarried,White,Female,40,United-States,No
53,Self-emp-not-inc,6,Craft-repair,Husband,White,Male,40,United-States,No
31,Private,15,Tech-support,Not-in-family,White,Male,55,United-States,No
52,Private,15,Exec-managerial,Not-in-family,White,Male,60,United-States,Yes
22,Private,10,Sales,Unmarried,White,Female,43,United-States,No
33,Private,9,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,48,United-States,Yes
42,Private,10,Machine-op-inspct,Not-in-family,White,Female,40,United-States,No
38,Private,9,Sales,Husband,White,Male,45,United-States,No
45,Private,10,Craft-repair,Husband,White,Male,55,United-States,Yes
60,Local-gov,14,Prof-specialty,Husband,White,Male,40,,Yes
56,Private,9,Craft-repair,Unmarried,Black,Male,40,United-States,No
65,State-gov,10,Machine-op-inspct,Husband,Black,Male,40,United-States,Yes
18,Private,10,Other-service,Own-child,White,Male,20,United-States,No
31,Private,9,Other-service,Unmarried,Black,Female,40,United-States,No
24,Private,9,Handlers-cleaners,Not-in-family,White,Female,36,United-States,No
29,Private,13,Prof-specialty,Not-in-family,White,Male,45,United-States,Yes
34,Private,13,Adm-clerical,Not-in-family,White,Female,40,United-States,No
26,Private,7,Craft-repair,Other-relative,White,Male,50,United-States,No
50,Private,13,Sales,Not-in-family,White,Female,50,United-States,No
42,Local-gov,13,Prof-specialty,Not-in-family,White,Female,45,United-States,Yes
29,Private,9,Craft-repair,Unmarried,White,Female,42,United-States,No
29,Private,9,Adm-clerical,Wife,White,Female,40,United-States,No
19,Private,8,Handlers-cleaners,Own-child,Black,Female,52,United-States,No
17,State-gov,6,Farming-fishing,Own-child,White,Male,40,United-States,No
34,Private,9,Farming-fishing,Husband,Black,Male,40,United-States,No
40,,10,,Not-in-family,White,Female,30,United-States,No
51,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
50,Self-emp-not-inc,15,Prof-specialty,Husband,White,Male,30,United-States,Yes
33,Self-emp-not-inc,9,Craft-repair,Husband,White,Male,40,United-States,No
35,Private,13,Other-service,Other-relative,White,Male,50,United-States,No
48,Local-gov,13,Prof-specialty,Wife,White,Female,50,United-States,Yes
27,Private,13,Sales,Husband,White,Male,55,United-States,Yes
53,Local-gov,13,Adm-clerical,Unmarried,White,Female,38,Dominican-Republic,No
52,Local-gov,13,Protective-serv,Husband,White,Male,40,United-States,Yes
37,Private,12,Adm-clerical,Husband,White,Male,40,United-States,No
25,Private,7,Machine-op-inspct,Husband,White,Male,40,United-States,No
48,Private,7,Transport-moving,Husband,White,Male,40,United-States,No
36,Private,13,Exec-managerial,Wife,White,Female,40,United-States,Yes
33,Private,4,Farming-fishing,Not-in-family,White,Male,40,Mexico,Yes
41,Federal-gov,10,Prof-specialty,Unmarried,White,Female,40,United-States,Yes
44,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
48,Local-gov,10,Exec-managerial,Husband,White,Male,40,United-States,No
37,Private,9,Adm-clerical,Own-child,White,Female,55,United-States,No
34,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,No
19,Private,7,Handlers-cleaners,Not-in-family,White,Male,40,United-States,No
34,Private,10,Exec-managerial,Not-in-family,White,Female,17,United-States,No
60,Local-gov,14,Exec-managerial,Husband,White,Male,50,United-States,Yes
38,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
36,Private,9,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Cambodia,No
41,Private,6,Transport-moving,Husband,Black,Male,40,United-States,Yes
25,Private,10,Adm-clerical,Wife,Black,Female,40,United-States,Yes
29,State-gov,10,Adm-clerical,Own-child,White,Male,20,United-States,No
55,Self-emp-not-inc,9,Craft-repair,Own-child,White,Male,35,United-States,No
41,Private,9,Craft-repair,Husband,Other,Male,40,United-States,No
24,Private,9,Craft-repair,Own-child,White,Male,40,United-States,No
34,Self-emp-not-inc,9,Sales,Husband,White,Male,60,United-States,No
60,Local-gov,14,Prof-specialty,Husband,White,Male,40,United-States,Yes
32,Private,9,Craft-repair,Unmarried,White,Male,40,United-States,No
45,Private,14,Exec-managerial,Husband,Black,Male,40,United-States,Yes
37,Private,10,Sales,Husband,White,Male,45,United-States,Yes
31,Private,9,Sales,Husband,White,Male,40,United-States,No
47,Private,10,Prof-specialty,Husband,White,Male,40,Scotland,Yes
54,Private,9,Adm-clerical,Husband,White,Male,60,United-States,Yes
48,Private,3,Machine-op-inspct,Unmarried,Other,Female,40,Dominican-Republic,No
29,Self-emp-not-inc,9,Prof-specialty,Husband,White,Male,65,United-States,Yes
22,Private,13,Sales,Not-in-family,White,Female,40,United-States,No
23,Private,13,Sales,Not-in-family,White,Female,40,United-States,No
48,Self-emp-not-inc,13,Craft-repair,Not-in-family,White,Male,50,United-States,No
28,Private,10,Tech-support,Unmarried,White,Male,40,United-States,Yes
20,Private,10,Machine-op-inspct,Not-in-family,White,Female,40,United-States,No
18,Federal-gov,7,Other-service,Own-child,Asian-Pac-Islander,Male,15,Philippines,No
28,Private,13,Sales,Not-in-family,White,Male,40,United-States,Yes
32,Private,13,Exec-managerial,Own-child,White,Female,40,United-States,Yes
27,Private,13,Exec-managerial,Not-in-family,White,Female,40,United-States,No
43,Private,15,Exec-managerial,Not-in-family,White,Male,40,United-States,No
48,Private,7,Farming-fishing,Husband,White,Male,50,United-States,No
64,Private,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
36,Private,13,Exec-managerial,Own-child,White,Female,40,United-States,No
30,Private,6,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,40,Vietnam,No
20,Private,10,Sales,Own-child,Black,Female,18,United-States,No
21,Private,10,Tech-support,Own-child,White,Female,9,United-States,No
17,Private,7,Sales,Own-child,White,Female,15,United-States,No
37,Private,10,Other-service,Husband,White,Male,17,United-States,No
36,Local-gov,13,Prof-specialty,Not-in-family,White,Male,40,United-States,No
30,Private,13,Exec-managerial,Not-in-family,White,Female,45,Germany,No
23,Federal-gov,10,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,No
18,Private,7,Other-service,Other-relative,Black,Male,20,United-States,No
23,Private,12,Adm-clerical,Own-child,White,Female,20,United-States,No
48,Private,9,Other-service,Unmarried,Black,Female,40,United-States,No
29,Self-emp-inc,9,Craft-repair,Husband,White,Male,60,United-States,No
22,Private,9,Handlers-cleaners,Own-child,White,Male,40,United-States,No
27,Private,9,Transport-moving,Not-in-family,White,Male,70,United-States,No
38,Private,9,Machine-op-inspct,Other-relative,White,Female,40,United-States,No
28,State-gov,14,Exec-managerial,Husband,White,Male,50,United-States,Yes
34,Private,9,Other-service,Unmarried,White,Female,36,United-States,No
58,Self-emp-not-inc,9,Exec-managerial,Husband,White,Male,40,United-States,Yes
42,Private,13,Adm-clerical,Unmarried,White,Male,45,United-States,Yes
43,Private,10,Sales,Husband,White,Male,50,United-States,Yes
42,Self-emp-not-inc,13,Exec-managerial,Husband,White,Male,60,United-States,Yes
32,Private,13,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,40,China,Yes
66,Local-gov,9,Adm-clerical,Unmarried,White,Female,25,United-States,No
48,Private,14,Exec-managerial,Husband,White,Male,40,United-States,Yes
39,Local-gov,9,Adm-clerical,Own-child,White,Male,42,United-States,No
37,Private,15,Prof-specialty,Not-in-family,White,Male,36,United-States,Yes
27,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
56,Private,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
39,Private,14,Sales,Husband,White,Male,50,United-States,Yes
33,Private,14,Exec-managerial,Husband,White,Male,40,United-States,Yes
53,Federal-gov,9,Adm-clerical,Wife,White,Female,35,United-States,Yes
28,Private,4,Handlers-cleaners,Husband,White,Male,40,Mexico,No
53,Private,10,Exec-managerial,Wife,White,Female,40,United-States,Yes
56,Self-emp-not-inc,9,Adm-clerical,Unmarried,White,Female,40,United-States,Yes
34,Local-gov,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
57,Private,12,Adm-clerical,Not-in-family,Black,Female,40,United-States,No
49,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
55,Private,15,Exec-managerial,Husband,White,Male,60,United-States,Yes
23,State-gov,10,Adm-clerical,Own-child,White,Female,20,United-States,No
43,Private,10,Transport-moving,Husband,White,Male,50,United-States,Yes
64,Self-emp-not-inc,9,Farming-fishing,Husband,White,Male,40,United-States,Yes
48,Private,4,Machine-op-inspct,Husband,White,Male,40,United-States,No
52,Private,4,Other-service,Not-in-family,White,Female,40,United-States,No
49,Private,10,Other-service,Not-in-family,White,Female,60,United-States,No
24,Private,9,Other-service,Own-child,Black,Female,20,,No
37,State-gov,13,Prof-specialty,Not-in-family,White,Male,40,United-States,No
32,Private,10,Prof-specialty,Not-in-family,White,Male,40,United-States,No
67,Self-emp-inc,9,Exec-managerial,Not-in-family,White,Female,40,United-States,Yes
39,Self-emp-inc,13,Exec-managerial,Husband,White,Male,45,United-States,No
25,Self-emp-not-inc,9,Farming-fishing,Own-child,White,Male,35,United-States,No
52,Federal-gov,10,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,United-States,Yes
36,State-gov,13,Protective-serv,Husband,White,Male,55,United-States,Yes
46,Local-gov,9,Machine-op-inspct,Husband,Black,Male,40,United-States,No
24,Private,14,Priv-house-serv,Not-in-family,White,Female,45,,No
