CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Attrition_Flag
708501783,,M,2,High School,Married,$120K +,Blue,36,6,2,4,34516.0,1477,33039.0,Attrited Customer
713645883,,F,1,High School,Single,Less than $40K,Blue,23,6,3,4,1879.0,1486,393.0,Existing Customer
718622658,45.0,M,4,High School,Single,$80K - $120K,Blue,34,3,2,3,15913.0,1696,14217.0,Existing Customer
710641008,44.0,F,2,High School,Single,Less than $40K,Blue,36,5,3,4,8685.0,0,8685.0,Existing Customer
718547358,60.0,F,2,Uneducated,Unknown,$40K - $60K,Blue,52,4,3,2,,1740,936.0,Existing Customer
716177583,58.0,F,1,Post-Graduate,Single,Less than $40K,,36,6,2,4,,0,1438.3,Existing Customer
713417433,42.0,M,2,Graduate,Single,$40K - $60K,Blue,28,3,1,3,1711.0,0,1711.0,Existing Customer
713043183,61.0,M,0,High School,Single,$40K - $60K,Blue,48,3,2,4,,1969,603.0,Existing Customer
719328858,56.0,M,4,High School,Married,$60K - $80K,,43,6,2,6,4535.0,0,4535.0,Attrited Customer
718501983,44.0,M,2,Graduate,Married,$60K - $80K,Blue,36,5,6,1,5950.0,1117,4833.0,Existing Customer
803800533,39.0,M,1,Unknown,Single,$40K - $60K,Blue,33,3,3,4,2088.0,975,1113.0,Attrited Customer
771790083,43.0,F,3,Unknown,Married,Less than $40K,Silver,32,4,3,2,10466.0,2080,8386.0,Existing Customer
712817808,39.0,M,2,Graduate,Married,$60K - $80K,Blue,23,5,2,1,4761.0,1561,3200.0,Existing Customer
811697958,50.0,F,4,Unknown,Married,Less than $40K,Blue,45,4,1,4,1488.0,755,733.0,Existing Customer
817089408,44.0,M,2,College,Married,$60K - $80K,Blue,27,3,1,2,19114.0,1754,17360.0,Existing Customer
803406558,30.0,F,1,Uneducated,Single,Unknown,,24,3,5,4,7536.0,1272,6264.0,Existing Customer
717297708,47.0,F,1,Graduate,Single,Unknown,Blue,37,6,3,3,2441.0,1672,769.0,Existing Customer
808756458,47.0,M,3,Graduate,Married,$80K - $120K,Blue,42,6,3,3,13189.0,1205,11984.0,Existing Customer
718352358,,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,3,2,,0,1914.0,Attrited Customer
780638958,42.0,F,2,Graduate,Divorced,$40K - $60K,,31,6,2,1,2468.0,1850,618.0,Existing Customer
721026033,57.0,F,1,Unknown,Single,Less than $40K,Blue,44,4,3,2,2564.0,1258,1306.0,Existing Customer
719894433,43.0,F,4,Unknown,Married,Less than $40K,Blue,24,6,2,3,,951,728.0,Attrited Customer
812493033,44.0,F,3,High School,Single,$40K - $60K,,37,4,1,1,3410.0,1110,2300.0,Existing Customer
718256658,45.0,F,3,Uneducated,Married,Less than $40K,,38,6,5,1,2728.0,0,2728.0,Existing Customer
711421233,51.0,M,3,High School,Single,$60K - $80K,Blue,43,5,3,3,7119.0,1513,5606.0,Existing Customer
710335983,57.0,F,0,High School,Divorced,Less than $40K,Blue,36,5,1,3,3532.0,869,2663.0,Existing Customer
720108783,60.0,F,1,Uneducated,Single,Unknown,Blue,50,6,3,3,7459.0,1717,5742.0,Existing Customer
818259558,64.0,F,0,Graduate,Single,Less than $40K,,56,4,2,3,2294.0,1582,712.0,Existing Customer
708511983,37.0,M,3,Graduate,Married,$80K - $120K,Blue,18,5,3,2,,0,1663.0,Existing Customer
708838908,49.0,F,3,Unknown,Single,$40K - $60K,Blue,42,4,3,4,,1654,3475.0,Existing Customer
778720533,53.0,F,4,Graduate,Married,Less than $40K,,37,3,2,3,1722.0,0,1722.0,Attrited Customer
793015083,46.0,F,4,Graduate,Married,Unknown,Blue,40,5,3,4,2586.0,1270,1316.0,Existing Customer
821336133,50.0,F,2,High School,Single,Less than $40K,,46,5,3,2,8708.0,996,7712.0,Existing Customer
713905608,56.0,F,3,Unknown,Single,Less than $40K,Blue,50,5,2,2,8869.0,0,8869.0,Existing Customer
779164608,45.0,F,3,Graduate,Married,Less than $40K,,34,6,2,3,2641.0,1336,1305.0,Existing Customer
714835833,43.0,M,4,High School,Divorced,$80K - $120K,,36,3,3,2,34516.0,1048,33468.0,Existing Customer
823863033,52.0,M,2,Unknown,Married,$80K - $120K,Silver,48,6,6,1,34516.0,1473,33043.0,Existing Customer
713321508,47.0,F,3,Unknown,Single,Less than $40K,,36,3,1,4,1965.0,1175,790.0,Existing Customer
708992733,50.0,F,0,High School,Married,Less than $40K,,36,4,3,2,,0,1513.0,Existing Customer
709488108,42.0,M,4,College,Single,$40K - $60K,Blue,36,5,2,3,10543.0,0,10543.0,Attrited Customer
716094333,49.0,M,1,Graduate,Single,$80K - $120K,Blue,42,6,2,1,17764.0,1459,16305.0,Existing Customer
778567983,50.0,F,2,Graduate,Single,$40K - $60K,Blue,43,4,1,3,1438.3,0,1438.3,Existing Customer
712178883,49.0,F,2,College,Single,$40K - $60K,,36,3,2,1,,1946,4425.0,Existing Customer
717490008,43.0,M,4,Graduate,Divorced,$80K - $120K,,36,5,1,1,19188.0,1622,17566.0,Existing Customer
718282983,60.0,M,0,College,Unknown,Less than $40K,Blue,47,6,3,3,,2257,819.0,Existing Customer
747208083,49.0,M,4,Graduate,Single,$40K - $60K,Blue,42,3,3,2,,1501,1321.0,Existing Customer
820276908,42.0,F,4,College,Married,$40K - $60K,Blue,37,3,3,1,,0,4139.0,Attrited Customer
719960133,,M,3,College,Single,$80K - $120K,Silver,26,3,2,2,34516.0,904,33612.0,Existing Customer
711062958,43.0,M,3,Graduate,Single,$120K +,Blue,23,5,2,2,,2084,2037.0,Existing Customer
714917583,42.0,F,2,Doctorate,Unknown,Less than $40K,,36,6,1,2,10074.0,1079,8995.0,Existing Customer
767256933,43.0,M,5,Uneducated,Married,$60K - $80K,Blue,36,6,2,4,2621.0,598,2023.0,Existing Customer
712568358,47.0,M,1,High School,Married,$60K - $80K,Blue,29,3,2,2,3394.0,0,3394.0,Existing Customer
789182358,56.0,M,1,Uneducated,Single,$80K - $120K,,45,3,1,2,17628.0,1414,16214.0,Existing Customer
716989683,56.0,M,2,Doctorate,Single,$80K - $120K,Blue,48,4,3,3,4480.0,2465,2015.0,Existing Customer
827968383,43.0,F,3,High School,Unknown,Less than $40K,Blue,39,5,3,2,,2284,1086.0,Existing Customer
819647358,38.0,M,2,Unknown,Single,$60K - $80K,Blue,33,2,3,2,12871.0,0,12871.0,Attrited Customer
788966958,47.0,F,1,Graduate,Married,Unknown,Blue,34,3,2,2,,2023,1089.0,Existing Customer
789502308,57.0,F,3,Unknown,Single,Less than $40K,,49,1,3,5,1551.0,790,761.0,Attrited Customer
756458508,44.0,M,3,Graduate,Single,$60K - $80K,Blue,37,5,2,3,1682.0,930,752.0,Existing Customer
714643983,42.0,F,1,High School,Married,Less than $40K,Blue,36,5,3,3,2758.0,2017,741.0,Existing Customer
711606558,49.0,F,1,High School,Married,Less than $40K,Blue,39,5,2,2,1909.0,866,1043.0,Existing Customer
824155458,48.0,M,2,High School,Married,$80K - $120K,Blue,44,5,1,2,11332.0,1647,9685.0,Existing Customer
710445183,44.0,M,5,Doctorate,Single,$120K +,Blue,31,5,1,2,7567.0,2496,5071.0,Existing Customer
802834158,42.0,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,2,,1737,5006.0,Attrited Customer
712038258,48.0,M,4,Unknown,Single,$80K - $120K,Blue,36,3,3,3,32838.0,1717,31121.0,Attrited Customer
712864683,42.0,F,3,Doctorate,Single,Less than $40K,Blue,30,2,3,3,1438.3,0,1438.3,Attrited Customer
813971283,,M,4,Unknown,Married,$80K - $120K,Blue,38,5,1,2,2510.0,1508,1002.0,Existing Customer
764211033,50.0,F,3,Uneducated,Unknown,Less than $40K,,43,6,2,1,3199.0,2517,682.0,Existing Customer
721424583,35.0,F,1,High School,Married,Less than $40K,,26,4,2,3,1918.0,900,1018.0,Existing Customer
713886333,47.0,M,2,High School,Married,$60K - $80K,Blue,39,2,3,1,,728,17932.0,Attrited Customer
711741708,41.0,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,33,3,2,3,7591.0,0,7591.0,Attrited Customer
794217108,43.0,M,2,College,Single,$120K +,Blue,37,6,3,1,14315.0,1348,12967.0,Existing Customer
715339758,,F,1,High School,Divorced,Unknown,Blue,36,3,3,1,,1184,16854.0,Existing Customer
709610283,42.0,F,4,Graduate,Single,Less than $40K,Blue,34,3,2,3,1853.0,0,1853.0,Existing Customer
714575208,49.0,M,5,Doctorate,Single,$40K - $60K,Blue,43,3,1,1,4951.0,2002,2949.0,Existing Customer
716758908,46.0,M,3,Uneducated,Single,$120K +,,27,4,2,3,,2213,32303.0,Existing Customer
778915233,51.0,F,0,Graduate,Married,Less than $40K,,32,4,2,3,1757.0,331,1426.0,Attrited Customer
789466008,47.0,M,5,Graduate,Married,$60K - $80K,,38,5,3,4,,612,23421.0,Existing Customer
716635758,38.0,F,2,Unknown,Single,$40K - $60K,Blue,29,5,3,2,,2331,945.0,Existing Customer
771819258,52.0,M,1,Unknown,Married,$120K +,Blue,40,4,1,2,3614.0,0,3614.0,Existing Customer
713451408,47.0,M,4,High School,Divorced,$60K - $80K,Blue,36,6,1,3,1943.0,1654,289.0,Existing Customer
780146658,40.0,F,2,Post-Graduate,Married,$40K - $60K,,25,2,2,4,3795.0,2517,1278.0,Attrited Customer
711675108,43.0,F,3,Graduate,Single,Less than $40K,Blue,30,3,3,1,4075.0,2189,1886.0,Existing Customer
755467683,48.0,F,1,Graduate,Single,Less than $40K,Blue,41,6,2,4,3001.0,482,2519.0,Attrited Customer
792864858,47.0,M,4,Unknown,Unknown,Less than $40K,Blue,37,6,3,3,5726.0,834,4892.0,Existing Customer
713009208,54.0,F,3,Graduate,Single,Less than $40K,Blue,44,3,2,3,2077.0,1634,443.0,Existing Customer
772231233,41.0,F,2,Graduate,Married,Less than $40K,Blue,30,6,2,4,2157.0,721,1436.0,Existing Customer
720510333,,F,3,College,Unknown,$40K - $60K,,20,6,2,2,2037.0,1349,688.0,Existing Customer
780199233,33.0,M,2,Doctorate,Single,$120K +,Blue,23,5,1,1,14914.0,1102,13812.0,Existing Customer
711700158,47.0,F,2,High School,Single,Less than $40K,Blue,39,5,3,2,1580.0,620,960.0,Existing Customer
788275083,46.0,M,3,College,Married,$60K - $80K,Blue,38,5,3,4,15483.0,1719,13764.0,Existing Customer
708804633,44.0,F,2,Doctorate,Divorced,Less than $40K,,36,1,2,2,,0,1916.0,Attrited Customer
714479358,51.0,M,3,Graduate,Single,$80K - $120K,Blue,36,6,3,3,3610.0,1554,2056.0,Attrited Customer
711406758,48.0,F,3,Graduate,Married,Less than $40K,,36,3,2,2,1667.0,0,1667.0,Existing Customer
821424483,51.0,F,1,High School,Single,Less than $40K,Blue,47,4,3,1,,0,1438.3,Existing Customer
769438608,48.0,F,1,Graduate,Married,Less than $40K,,42,3,3,2,1942.0,860,1082.0,Attrited Customer
822068583,48.0,F,4,Uneducated,Single,Unknown,Blue,44,4,3,0,2231.0,0,2231.0,Existing Customer
711371208,50.0,F,4,College,Married,Unknown,Blue,36,4,2,2,6465.0,1863,4602.0,Existing Customer
788832033,35.0,M,2,High School,Unknown,$40K - $60K,,19,4,3,3,,938,7661.0,Existing Customer
713452533,35.0,F,4,Graduate,Single,Less than $40K,,22,6,3,3,1438.3,0,1438.3,Existing Customer
720212508,51.0,F,1,Graduate,Single,Less than $40K,Blue,37,4,3,4,,697,3705.0,Existing Customer
717825033,50.0,M,0,Unknown,Divorced,$60K - $80K,,36,3,3,2,5444.0,2499,2945.0,Existing Customer
779926608,50.0,F,2,High School,Married,Less than $40K,,36,6,2,1,1438.3,0,1438.3,Existing Customer
713608383,54.0,F,1,Unknown,Married,Less than $40K,Blue,40,1,1,4,1438.3,0,1438.3,Attrited Customer
710125608,45.0,F,5,Unknown,Single,Less than $40K,Blue,36,4,2,0,2679.0,1558,1121.0,Existing Customer
712724733,,F,0,Post-Graduate,Single,Less than $40K,,19,6,3,1,2766.0,1731,1035.0,Existing Customer
718286658,42.0,M,3,Graduate,Single,$60K - $80K,Silver,22,5,3,1,,1140,24153.0,Existing Customer
714195108,45.0,F,2,Post-Graduate,Single,Unknown,Blue,37,3,3,4,2707.0,1796,911.0,Existing Customer
720867708,45.0,F,4,Graduate,Unknown,Less than $40K,Blue,33,1,3,2,1748.0,1103,645.0,Attrited Customer
752573508,45.0,F,3,High School,Single,$40K - $60K,Blue,26,3,2,4,4034.0,1867,2167.0,Existing Customer
768661758,53.0,M,0,Uneducated,Divorced,$120K +,,47,5,2,1,,1752,24377.0,Existing Customer
721126833,,M,2,High School,Married,$80K - $120K,Blue,41,5,2,3,14902.0,0,14902.0,Attrited Customer
716093133,,F,2,Uneducated,Single,$40K - $60K,Blue,31,5,2,2,12228.0,2137,10091.0,Existing Customer
771092433,55.0,F,2,Graduate,Single,Less than $40K,,42,4,3,3,1724.0,0,1724.0,Existing Customer
712807758,47.0,F,3,Graduate,Single,Less than $40K,,39,3,3,3,1438.3,0,1438.3,Attrited Customer
721514883,38.0,M,1,Graduate,Single,$80K - $120K,,25,5,0,1,16665.0,1147,15518.0,Existing Customer
824140908,52.0,M,3,Uneducated,Single,$120K +,,48,5,3,4,20974.0,0,20974.0,Attrited Customer
712971708,43.0,F,5,Unknown,Single,Less than $40K,,26,6,0,3,,1089,2050.0,Existing Customer
716471508,,M,2,Unknown,Single,$120K +,Blue,36,5,1,2,,0,19865.0,Existing Customer
782548758,42.0,F,5,High School,Divorced,Less than $40K,Blue,36,5,2,3,2069.0,1288,781.0,Existing Customer
720444408,35.0,F,1,College,Single,Less than $40K,,25,2,2,4,,1791,440.0,Attrited Customer
717389433,62.0,F,0,High School,Single,Unknown,Silver,51,3,1,4,33371.0,0,33371.0,Existing Customer
714292533,,F,3,College,Married,Less than $40K,,36,4,1,2,2544.0,0,2544.0,Existing Customer
709585758,41.0,M,4,High School,Single,$120K +,Blue,28,5,1,4,34516.0,0,34516.0,Existing Customer
712096758,49.0,F,2,Graduate,Unknown,$40K - $60K,,36,6,3,1,5370.0,653,4717.0,Existing Customer
811463283,,M,0,Graduate,Single,$80K - $120K,Blue,42,3,1,1,,1389,21048.0,Existing Customer
789358908,53.0,F,3,College,Married,Less than $40K,Blue,43,3,2,2,3573.0,0,3573.0,Attrited Customer
718146258,51.0,M,2,Graduate,Divorced,$60K - $80K,,41,4,3,1,1959.0,0,1959.0,Existing Customer
710779083,59.0,F,0,Graduate,Married,Less than $40K,Blue,48,3,3,4,1661.0,0,1661.0,Existing Customer
709166883,39.0,F,3,Uneducated,Single,Unknown,Blue,27,6,2,1,5363.0,0,5363.0,Existing Customer
712554183,65.0,F,2,College,Single,$40K - $60K,Blue,54,4,3,2,3009.0,721,2288.0,Existing Customer
721315233,47.0,M,4,High School,Single,$40K - $60K,Silver,32,3,3,4,18535.0,1192,17343.0,Existing Customer
714766383,42.0,M,3,High School,Single,Less than $40K,Blue,24,4,3,2,2171.0,1415,756.0,Existing Customer
797491683,45.0,M,5,Unknown,Married,$80K - $120K,Silver,39,2,2,3,34516.0,1964,32552.0,Attrited Customer
714157908,,F,0,Unknown,Married,Less than $40K,Blue,42,5,1,4,2376.0,1515,861.0,Existing Customer
714588408,51.0,F,3,Uneducated,Married,Less than $40K,Blue,43,4,3,2,,0,2882.0,Existing Customer
719627133,50.0,F,1,Graduate,Single,Less than $40K,Blue,37,4,3,4,3277.0,2481,796.0,Existing Customer
714125883,47.0,M,2,Unknown,Married,$80K - $120K,Blue,36,6,2,1,2514.0,1845,669.0,Existing Customer
712865583,57.0,F,5,Graduate,Married,$40K - $60K,,49,4,2,2,3301.0,2517,784.0,Existing Customer
779363283,48.0,M,3,Post-Graduate,Single,$60K - $80K,Blue,34,4,3,2,12391.0,784,11607.0,Existing Customer
779224758,47.0,F,2,Doctorate,Single,Less than $40K,Blue,37,4,3,2,,1485,683.0,Existing Customer
718775808,42.0,F,3,Unknown,Married,Unknown,Blue,31,3,1,4,7762.0,1319,6443.0,Existing Customer
710267583,45.0,F,3,Doctorate,Divorced,Unknown,Blue,33,6,3,2,12587.0,815,11772.0,Existing Customer
711305208,52.0,M,2,Unknown,Married,$60K - $80K,Blue,36,6,3,4,14785.0,1088,13697.0,Existing Customer
717531483,37.0,M,2,High School,Single,$60K - $80K,Blue,21,5,2,2,3433.0,964,2469.0,Existing Customer
709170108,60.0,F,1,Unknown,Single,$40K - $60K,,41,3,2,4,,0,2425.0,Attrited Customer
716056158,63.0,M,0,Graduate,Single,$60K - $80K,Blue,51,3,3,3,11619.0,0,11619.0,Attrited Customer
711326583,62.0,F,0,High School,Single,Less than $40K,Blue,50,3,3,3,3989.0,0,3989.0,Existing Customer
715406658,47.0,F,1,Unknown,Single,Less than $40K,Blue,37,4,2,1,2173.0,596,1577.0,Attrited Customer
712814658,50.0,F,0,Graduate,Married,Less than $40K,,43,4,1,2,,1499,894.0,Existing Customer
773228133,39.0,F,2,Graduate,Married,Less than $40K,Blue,29,3,2,2,1677.0,0,1677.0,Attrited Customer
710453283,40.0,F,3,Uneducated,Single,Less than $40K,Blue,27,5,4,2,2035.0,0,2035.0,Existing Customer
795266208,,M,3,College,Single,$120K +,Blue,30,4,2,1,8842.0,0,8842.0,Existing Customer
779090883,42.0,F,2,Unknown,Unknown,Less than $40K,,23,6,3,1,2483.0,1297,1186.0,Existing Customer
712309758,65.0,M,0,Graduate,Single,$40K - $60K,Blue,49,3,2,3,,1201,12720.0,Existing Customer
716625033,32.0,F,1,Graduate,Single,Less than $40K,Blue,36,3,3,6,2761.0,0,2761.0,Attrited Customer
790112133,47.0,F,2,Post-Graduate,Single,$40K - $60K,Blue,40,5,3,2,2623.0,1647,976.0,Existing Customer
797238108,49.0,F,4,Unknown,Divorced,Less than $40K,Blue,43,5,1,2,3232.0,824,2408.0,Existing Customer
716782758,48.0,M,3,Graduate,Single,$60K - $80K,,42,3,2,4,,0,19075.0,Attrited Customer
715588008,45.0,M,4,College,Married,$80K - $120K,Blue,31,4,3,3,31978.0,1659,30319.0,Existing Customer
713977308,62.0,M,1,Graduate,Single,$120K +,Blue,53,4,3,4,34516.0,2061,32455.0,Existing Customer
719059083,,F,3,High School,Unknown,Less than $40K,Blue,33,5,1,1,,1596,4629.0,Existing Customer
708797583,49.0,F,4,Unknown,Single,Unknown,Blue,31,6,3,3,2672.0,0,2672.0,Attrited Customer
708809283,,F,4,Graduate,Divorced,$40K - $60K,Blue,33,1,3,1,10360.0,2517,7843.0,Attrited Customer
771529608,50.0,M,2,High School,Married,$120K +,,38,5,6,0,10747.0,1027,9720.0,Existing Customer
715776033,46.0,M,5,Uneducated,Single,$60K - $80K,Blue,33,4,1,3,3135.0,0,3135.0,Existing Customer
778619358,42.0,F,3,Uneducated,Single,Less than $40K,,22,4,1,4,1438.3,860,578.3,Existing Customer
715717608,,F,4,Uneducated,Unknown,Less than $40K,Blue,32,4,3,1,3189.0,0,3189.0,Existing Customer
789204933,,M,1,Uneducated,Single,Less than $40K,Blue,55,3,2,4,8963.0,0,8963.0,Existing Customer
711100608,55.0,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,2,1723.0,0,1723.0,Attrited Customer
713591283,,F,3,Uneducated,Married,Unknown,Blue,23,6,6,1,2161.0,1404,757.0,Existing Customer
719344608,46.0,F,3,Graduate,Single,Less than $40K,Blue,27,6,3,3,3901.0,1001,2900.0,Existing Customer
787659483,58.0,F,1,Doctorate,Married,Less than $40K,Blue,48,4,2,2,,801,637.3,Existing Customer
822948708,42.0,F,3,Uneducated,Divorced,Less than $40K,Blue,38,5,2,2,3131.0,849,2282.0,Existing Customer
710080383,38.0,F,2,Graduate,Single,$40K - $60K,Blue,36,6,2,3,,1709,622.0,Existing Customer
715596783,29.0,F,1,Uneducated,Married,Less than $40K,Blue,18,3,3,3,1895.0,1146,749.0,Existing Customer
798773208,46.0,F,4,Unknown,Divorced,Unknown,,40,5,2,3,26496.0,1406,25090.0,Existing Customer
768624258,55.0,F,2,Graduate,Single,Less than $40K,Blue,49,2,1,2,1583.0,234,1349.0,Attrited Customer
721412208,,F,2,High School,Married,Less than $40K,,36,4,2,2,1438.3,904,534.3,Existing Customer
708129933,45.0,F,4,Graduate,Single,Less than $40K,,36,5,3,2,,1544,528.0,Existing Customer
719703483,47.0,F,1,Doctorate,Divorced,Less than $40K,Blue,37,6,3,3,,1367,1340.0,Existing Customer
708290208,43.0,F,3,High School,Married,Less than $40K,Silver,31,3,3,4,13608.0,1190,12418.0,Existing Customer
710431158,52.0,F,3,Unknown,Single,Unknown,Blue,36,3,1,2,10273.0,1657,8616.0,Existing Customer
816528333,64.0,F,0,High School,Single,Less than $40K,Blue,56,6,6,1,,1115,1494.0,Existing Customer
778760808,52.0,F,2,Graduate,Married,Less than $40K,Blue,39,4,1,3,8431.0,1862,6569.0,Existing Customer
718025808,61.0,M,0,High School,Divorced,$60K - $80K,Blue,51,6,3,4,5852.0,1935,3917.0,Existing Customer
815860008,40.0,F,3,Uneducated,Married,Less than $40K,Blue,35,5,2,4,3140.0,2183,957.0,Existing Customer
780126033,,M,4,Unknown,Married,$40K - $60K,Blue,35,6,1,5,,1227,11687.0,Attrited Customer
720135333,45.0,F,5,Graduate,Single,Less than $40K,Blue,34,5,1,0,8694.0,961,7733.0,Existing Customer
719174433,36.0,F,1,Unknown,Single,Less than $40K,Blue,24,2,1,2,1735.0,0,1735.0,Attrited Customer
821521983,51.0,F,3,High School,Single,Unknown,Blue,46,4,1,4,2286.0,1641,645.0,Existing Customer
716961933,43.0,F,2,Graduate,Married,Less than $40K,,36,5,2,4,3589.0,1808,1781.0,Existing Customer
712834533,,F,2,Unknown,Single,Less than $40K,Blue,39,5,2,4,2673.0,1275,1398.0,Existing Customer
710544033,47.0,M,2,Unknown,Married,$80K - $120K,Blue,36,3,1,3,9437.0,2024,7413.0,Existing Customer
710622333,39.0,F,2,High School,Single,$40K - $60K,,28,3,2,2,2751.0,2258,493.0,Existing Customer
714277758,40.0,M,1,High School,Single,$40K - $60K,Blue,28,6,2,1,,1050,10507.0,Existing Customer
713166333,38.0,F,2,High School,Married,Unknown,,27,5,2,1,14831.0,1302,13529.0,Existing Customer
714346608,51.0,F,2,Graduate,Single,$40K - $60K,Blue,36,3,1,4,1495.0,0,1495.0,Attrited Customer
778284783,,M,5,Unknown,Married,$60K - $80K,,34,5,3,2,2791.0,1979,812.0,Existing Customer
714721608,,M,3,Graduate,Single,$120K +,Blue,29,4,3,0,9703.0,941,8762.0,Existing Customer
716453883,47.0,M,5,Unknown,Single,$120K +,Blue,39,6,3,1,3889.0,1839,2050.0,Existing Customer
713876958,32.0,F,0,Unknown,Single,Unknown,Blue,26,6,2,4,14140.0,845,13295.0,Existing Customer
794967408,53.0,M,3,Post-Graduate,Married,$80K - $120K,Blue,47,5,2,1,,975,8131.0,Existing Customer
798481383,40.0,F,3,Uneducated,Married,Less than $40K,Blue,34,5,1,2,2694.0,0,2694.0,Attrited Customer
718697583,45.0,M,3,Graduate,Divorced,$60K - $80K,,36,6,3,2,19629.0,0,19629.0,Existing Customer
711799458,41.0,M,4,Graduate,Single,$40K - $60K,Blue,36,3,1,1,6507.0,1452,5055.0,Existing Customer
823904133,53.0,F,2,College,Single,Unknown,Blue,49,2,2,4,10195.0,0,10195.0,Attrited Customer
718005108,44.0,F,5,College,Married,Less than $40K,,34,4,1,2,2096.0,1711,385.0,Existing Customer
717877533,39.0,F,2,Graduate,Single,$40K - $60K,Blue,36,5,1,1,11314.0,0,11314.0,Existing Customer
711883833,50.0,F,1,Uneducated,Single,Less than $40K,Blue,37,6,1,1,1837.0,665,1172.0,Existing Customer
711646908,39.0,M,3,Unknown,Single,$60K - $80K,,23,1,2,3,,2517,5304.0,Attrited Customer
718171308,44.0,F,3,Graduate,Married,Less than $40K,,36,6,3,4,1984.0,0,1984.0,Attrited Customer
709627983,56.0,F,3,Post-Graduate,Single,Less than $40K,Blue,36,4,3,0,2535.0,1699,836.0,Existing Customer
716580933,63.0,M,0,Uneducated,Single,$40K - $60K,,36,3,3,3,1970.0,1224,746.0,Existing Customer
713600958,50.0,M,1,Unknown,Married,$120K +,Blue,38,4,5,3,,2076,32440.0,Existing Customer
772248408,40.0,F,3,Graduate,Single,Less than $40K,Blue,29,5,1,4,2694.0,1833,861.0,Existing Customer
720196158,48.0,M,3,Unknown,Single,$60K - $80K,Blue,40,6,3,3,4476.0,0,4476.0,Existing Customer
770024733,53.0,F,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,,0,1699.0,Attrited Customer
710912733,44.0,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,1953.0,1762,191.0,Existing Customer
712860858,,F,2,Graduate,Unknown,Unknown,Blue,45,5,1,3,,0,5264.0,Existing Customer
708702258,40.0,F,3,Uneducated,Single,Unknown,Blue,36,3,2,2,3698.0,478,3220.0,Attrited Customer
797169633,41.0,M,4,Graduate,Single,$120K +,Blue,35,5,3,3,34516.0,825,33691.0,Existing Customer
709922508,40.0,F,4,Unknown,Married,Less than $40K,Blue,28,4,1,1,,0,2712.0,Existing Customer
712802733,45.0,F,4,High School,Divorced,Less than $40K,,36,3,1,4,5486.0,685,4801.0,Existing Customer
716981358,40.0,F,2,Post-Graduate,Married,Less than $40K,Blue,32,3,3,0,,941,1166.0,Existing Customer
758787333,,M,3,Uneducated,Unknown,$120K +,,45,4,1,2,18096.0,2404,15692.0,Existing Customer
720519333,59.0,F,2,Unknown,Single,Unknown,Blue,45,1,3,3,2721.0,1885,836.0,Attrited Customer
717387933,49.0,F,2,High School,Divorced,Less than $40K,,36,6,3,3,2976.0,2257,719.0,Existing Customer
738195708,47.0,M,2,Graduate,Divorced,$80K - $120K,Blue,40,6,1,3,16741.0,1225,15516.0,Existing Customer
708560733,42.0,F,3,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,3714.0,2517,1197.0,Existing Customer
717001908,41.0,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936.0,0,6936.0,Attrited Customer
768972558,43.0,M,5,High School,Married,$120K +,Blue,37,4,3,4,11099.0,0,11099.0,Existing Customer
716899233,40.0,F,4,Graduate,Single,Less than $40K,Gold,20,6,4,3,15987.0,1965,14022.0,Existing Customer
715567608,45.0,F,1,High School,Unknown,Less than $40K,Blue,35,4,4,4,4406.0,1247,3159.0,Existing Customer
713264583,43.0,M,2,High School,Married,$120K +,Silver,23,3,3,2,,1153,33363.0,Existing Customer
716769783,48.0,F,2,Graduate,Married,Unknown,,40,3,2,4,5104.0,736,4368.0,Existing Customer
719564208,46.0,F,1,Uneducated,Single,$40K - $60K,Blue,30,3,2,1,7195.0,0,7195.0,Attrited Customer
716680983,41.0,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1,1,,1053,903.0,Existing Customer
715719033,38.0,F,3,Post-Graduate,Married,Less than $40K,Blue,32,4,3,2,3317.0,2517,800.0,Existing Customer
713229633,45.0,F,0,Unknown,Married,$40K - $60K,Blue,30,3,2,4,2759.0,0,2759.0,Attrited Customer
788246958,44.0,F,2,Graduate,Married,Unknown,,36,3,1,2,6038.0,0,6038.0,Existing Customer
720419358,35.0,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,1,2942.0,2100,842.0,Existing Customer
772545858,49.0,F,4,Graduate,Married,Less than $40K,Blue,39,4,2,3,,0,5095.0,Existing Customer
771431133,47.0,F,4,Graduate,Unknown,Less than $40K,Blue,35,4,2,4,1438.3,0,1438.3,Existing Customer
717800358,48.0,M,3,High School,Single,$80K - $120K,Blue,36,3,3,4,,868,9243.0,Existing Customer
